Baden-Württemberg	64754	Eberbach (Baden)
Baden-Württemberg	68159	Jungbusch
Baden-Württemberg	68159	Mannheim, Universitätsstadt
Baden-Württemberg	68161	Schwetzingerstadt
Baden-Württemberg	68161	Mannheim, Universitätsstadt
Baden-Württemberg	68161	Oststadt
Baden-Württemberg	68163	Neuostheim
Baden-Württemberg	68163	Lindenhof
Baden-Württemberg	68163	Mannheim, Universitätsstadt
Baden-Württemberg	68163	Neuhermsheim
Baden-Württemberg	68163	Fabrikstation
Baden-Württemberg	68165	Oststadt
Baden-Württemberg	68165	Schwetzingerstadt
Baden-Württemberg	68165	Mannheim, Universitätsstadt
Baden-Württemberg	68167	Neckarstadt
Baden-Württemberg	68167	Wohlgelegen
Baden-Württemberg	68167	Mannheim, Universitätsstadt
Baden-Württemberg	68169	Neckarstadt
Baden-Württemberg	68169	Mannheim, Universitätsstadt
Baden-Württemberg	68199	Almenhof
Baden-Württemberg	68199	Mannheim, Universitätsstadt
Baden-Württemberg	68199	Neckarau
Baden-Württemberg	68199	Rheinau
Baden-Württemberg	68219	Mannheim, Universitätsstadt
Baden-Württemberg	68219	Rheinau
Baden-Württemberg	68229	Friedrichsfeld
Baden-Württemberg	68229	Mannheim, Universitätsstadt
Baden-Württemberg	68239	Seckenheim
Baden-Württemberg	68239	Mannheim, Universitätsstadt
Baden-Württemberg	68259	Mannheim, Universitätsstadt
Baden-Württemberg	68259	Wallstadt
Baden-Württemberg	68259	Feudenheim
Baden-Württemberg	68305	Waldhof
Baden-Württemberg	68305	Mannheim, Universitätsstadt
Baden-Württemberg	68305	Schönau
Baden-Württemberg	68305	Gartenstadt
Baden-Württemberg	68307	Schönau
Baden-Württemberg	68307	Blumenau
Baden-Württemberg	68307	Mannheim, Universitätsstadt
Baden-Württemberg	68307	Sandhofen
Baden-Württemberg	68309	Mannheim, Universitätsstadt
Baden-Württemberg	68309	Käfertal
Baden-Württemberg	68309	Vogelstang
Baden-Württemberg	68526	Ladenburg
Baden-Württemberg	68535	Neckarhausen
Baden-Württemberg	68535	Edingen
Baden-Württemberg	68535	Edingen-Neckarhausen
Baden-Württemberg	68542	Heddesheim (Baden)
Baden-Württemberg	68549	Ilvesheim
Baden-Württemberg	68723	Schwetzingen
Baden-Württemberg	68723	Plankstadt
Baden-Württemberg	68723	Oftersheim
Baden-Württemberg	68753	Wiesental, Baden
Baden-Württemberg	68753	Kirrlach
Baden-Württemberg	68753	Waghäusel
Baden-Württemberg	68766	Hockenheim
Baden-Württemberg	68775	Ketsch (Rhein)
Baden-Württemberg	68782	Brühl (Baden)
Baden-Württemberg	68789	Sankt Leon-Rot
Baden-Württemberg	68789	Rot bei Wiesloch
Baden-Württemberg	68789	Sankt Leon
Baden-Württemberg	68794	Rheinhausen
Baden-Württemberg	68794	Oberhausen
Baden-Württemberg	68794	Oberhausen-Rheinhausen
Baden-Württemberg	68799	Reilingen
Baden-Württemberg	68804	Altlußheim
Baden-Württemberg	68809	Neulußheim
Baden-Württemberg	69115	Heidelberg (Neckar)
Baden-Württemberg	69115	Weststadt
Baden-Württemberg	69115	Bergheim
Baden-Württemberg	69117	Heidelberg (Neckar)
Baden-Württemberg	69117	Altstadt
Baden-Württemberg	69118	Heidelberg (Neckar)
Baden-Württemberg	69118	Peterstal
Baden-Württemberg	69118	Ziegelhausen
Baden-Württemberg	69118	Schlierbach
Baden-Württemberg	69120	Heidelberg (Neckar)
Baden-Württemberg	69120	Neuenheim
Baden-Württemberg	69121	Heidelberg (Neckar)
Baden-Württemberg	69121	Handschuhsheim
Baden-Württemberg	69123	Heidelberg (Neckar)
Baden-Württemberg	69123	Grenzhof
Baden-Württemberg	69123	Wieblingen
Baden-Württemberg	69124	Kirchheim
Baden-Württemberg	69124	Heidelberg (Neckar)
Baden-Württemberg	69126	Rohrbach
Baden-Württemberg	69126	Südstadt
Baden-Württemberg	69126	Heidelberg (Neckar)
Baden-Württemberg	69151	Waldhilsbach
Baden-Württemberg	69151	Kleingemünd
Baden-Württemberg	69151	Dilsberg
Baden-Württemberg	69151	Mückenloch
Baden-Württemberg	69151	Neckargemünd
Baden-Württemberg	69168	Wiesloch
Baden-Württemberg	69168	Baiertal
Baden-Württemberg	69168	Schatthausen
Baden-Württemberg	69181	Ochsenbach
Baden-Württemberg	69181	Leimen (Baden)
Baden-Württemberg	69181	Gauangelloch
Baden-Württemberg	69181	Leimen
Baden-Württemberg	69181	Sankt Ilgen
Baden-Württemberg	69190	Walldorf (Baden)
Baden-Württemberg	69198	Schriesheim
Baden-Württemberg	69198	Altenbach, Baden
Baden-Württemberg	69198	Ursenbach
Baden-Württemberg	69207	Sandhausen (Baden)
Baden-Württemberg	69207	Bruchhausen
Baden-Württemberg	69214	Eppelheim (Baden)
Baden-Württemberg	69221	Dossenheim
Baden-Württemberg	69226	Nußloch
Baden-Württemberg	69226	Maisbach
Baden-Württemberg	69231	Rauenberg
Baden-Württemberg	69231	Malschenberg
Baden-Württemberg	69231	Rauenberg (Kraichgau)
Baden-Württemberg	69231	Rotenberg
Baden-Württemberg	69234	Balzfeld
Baden-Württemberg	69234	Dielheim
Baden-Württemberg	69234	Unterhof
Baden-Württemberg	69234	Horrenberg
Baden-Württemberg	69242	Tairnbach
Baden-Württemberg	69242	Mühlhausen (Kraichgau)
Baden-Württemberg	69242	Rettigheim
Baden-Württemberg	69245	Bammental
Baden-Württemberg	69245	Reilsheim
Baden-Württemberg	69250	Altneudorf
Baden-Württemberg	69250	Schönau (Odenwald)
Baden-Württemberg	69251	Gaiberg (Baden)
Baden-Württemberg	69253	Bärsbach
Baden-Württemberg	69253	Hilsenhain
Baden-Württemberg	69253	Eiterbach
Baden-Württemberg	69253	Lampenhain
Baden-Württemberg	69253	Heiligkreuzsteinach
Baden-Württemberg	69253	Vorderheubach
Baden-Württemberg	69253	Hinterheubach
Baden-Württemberg	69254	Malsch bei Wiesloch
Baden-Württemberg	69256	Mauer (Baden)
Baden-Württemberg	69257	Langenzell
Baden-Württemberg	69257	Wiesenbach
Baden-Württemberg	69257	Wiesenbach (Baden)
Baden-Württemberg	69259	Wilhelmsfeld
Baden-Württemberg	69412	Rockenau
Baden-Württemberg	69412	Eberbach (Baden)
Baden-Württemberg	69412	Lindach
Baden-Württemberg	69412	Friedrichsdorf
Baden-Württemberg	69412	Eberbach
Baden-Württemberg	69412	Igelsbach
Baden-Württemberg	69412	Pleutersbach
Baden-Württemberg	69427	Mudau
Baden-Württemberg	69427	Scheidental
Baden-Württemberg	69427	Steinbach bei Walldürn
Baden-Württemberg	69427	Langenelz
Baden-Württemberg	69427	Reisenbach
Baden-Württemberg	69427	Rumpfen
Baden-Württemberg	69429	Mülben
Baden-Württemberg	69429	Schollbrunn
Baden-Württemberg	69429	Oberdielbach
Baden-Württemberg	69429	Waldkatzenbach
Baden-Württemberg	69429	Strümpfelbrunn
Baden-Württemberg	69429	Unterhöllgrund
Baden-Württemberg	69429	Waldbrunn (Odenwald)
Baden-Württemberg	69429	Weisbach
Baden-Württemberg	69434	Eberbach (Baden)
Baden-Württemberg	69434	Heddesbach
Baden-Württemberg	69436	Schönbrunn
Baden-Württemberg	69436	Schwanheim
Baden-Württemberg	69436	Schönbrunn (Baden)
Baden-Württemberg	69436	Allemühl
Baden-Württemberg	69436	Moosbrunn
Baden-Württemberg	69437	Neckargerach
Baden-Württemberg	69437	Guttenbach
Baden-Württemberg	69439	Zwingenberg (Baden)
Baden-Württemberg	69469	Wünschmichelbach
Baden-Württemberg	69469	Sulzbach
Baden-Württemberg	69469	Waid-Ofling
Baden-Württemberg	69469	Heiligkreuz
Baden-Württemberg	69469	Oberflockenbach
Baden-Württemberg	69469	Ritschweier
Baden-Württemberg	69469	Rittenweier
Baden-Württemberg	69469	Hohensachsen
Baden-Württemberg	69469	Weinheim
Baden-Württemberg	69469	Steinklingen
Baden-Württemberg	69469	Oberkunzenbach
Baden-Württemberg	69469	Lützelsachsen
Baden-Württemberg	69469	Weinheim (Bergstraße)
